0	322
1	342
2	343
3	344
4	345
5	346
6	346
7	346
8	346
9	347
10	346
11	348
12	349
13	350
14	351
15	352
16	353
17	346
18	346
19	354
20	346
21	346
22	355
23	356
24	357
25	358
26	359
27	360
28	361
29	362
30	363
31	363
32	364
33	364
34	365
35	366
36	367
37	367
38	368
39	368
40	369
41	369
42	370
43	371
44	372
45	372
46	346
47	373
48	373
49	374
50	375
51	375
52	376
53	376
54	377
55	377
56	346
57	346
58	378
59	379
60	380
61	381
62	382
63	383
64	344
65	345
66	384
67	385
68	386
69	387
70	388
71	389
72	390
73	391
74	392
75	346
76	393
77	393
78	394
79	394
80	395
81	396
82	397
83	398
84	399
85	400
86	401
87	402
88	403
89	404
90	405
91	346
92	406
93	407
94	408
95	409
96	410
97	411
98	412
99	413
100	414
101	415
102	416
103	416
104	417
105	418
106	419
107	420
108	421
109	422
110	423
111	424
112	425
113	346
114	346
115	346
116	346
117	346
118	346
119	346
120	426
121	427
122	428
123	429
124	346
125	430
126	431
127	431
128	432
129	433
130	433
131	434
132	434
133	435
134	435
135	436
136	436
137	437
138	437
139	438
140	439
141	440
142	441
143	442
144	443
145	444
146	444
147	445
148	446
149	447
150	448
151	449
152	346
153	346
154	450
155	450
156	451
157	451
158	452
159	452
160	453
161	454
162	455
163	456
164	456
165	457
166	458
167	459
168	460
169	461
170	462
171	463
172	464
173	465
174	466
175	467
176	468
177	468
178	469
179	470
180	471
181	472
182	473
183	474
184	474
185	475
186	475
187	476
188	477
189	475
190	478
191	479
192	480
193	480
194	481
195	482
196	483
197	484
198	484
199	485
200	485
201	341
202	439
203	486
204	486
205	487
206	488
207	488
208	489
209	490
210	491
211	491
212	492
213	492
214	493
215	494
216	494
217	495
218	496
219	497
220	498
221	499
222	500
223	501
224	502
225	502
226	503
227	504
228	504
229	505
230	506
231	507
232	507
233	508
234	509
235	510
236	511
237	512
238	513
239	514
240	515
241	516
242	517
243	518
244	519
245	520
246	521
247	522
248	523
249	524
250	525
251	526
252	527
253	528
254	529
255	530
256	531
257	532
258	533
259	534
260	535
261	536
262	537
263	538
264	346
265	346
266	539
267	540
268	541
269	542
270	543
271	544
272	545
273	546
274	547
275	548
276	549
277	549
278	550
279	551
280	552
281	552
282	553
283	554
284	555
285	556
286	557
287	557
288	558
289	559
290	560
291	561
292	562
293	563
294	564
295	565
296	566
297	566
298	567
299	568
300	569
301	570
302	571
303	572
304	573
305	574
306	575
307	576
308	577
309	578
310	346
311	346
312	579
313	580
314	581
315	581
316	582
317	583
318	584
319	585
320	591
320	587
320	590
320	586
320	588
320	589
320	592
320	591
320	587
320	590
320	586
320	588
320	589
320	592
320	591
320	587
320	590
320	586
320	588
320	589
320	592
320	591
320	587
320	590
320	586
320	588
320	589
320	592
320	591
320	587
320	590
320	586
320	588
320	589
320	592
320	591
320	587
320	590
320	586
320	588
320	589
320	592
320	591
320	587
320	590
320	586
320	588
320	589
320	592
321	593
322	594
323	595
324	596
325	597
326	598
327	601
327	599
327	600
327	601
327	599
327	600
327	601
327	599
327	600
328	603
328	602
328	603
328	602
329	607
329	606
329	604
329	605
329	607
329	606
329	604
329	605
329	607
329	606
329	604
329	605
329	607
329	606
329	604
329	605
330	608
331	610
331	609
331	610
331	609
332	611
332	614
332	611
332	613
332	612
332	611
332	614
332	611
332	613
332	612
332	611
332	614
332	611
332	613
332	612
332	611
332	614
332	611
332	613
332	612
332	611
332	614
332	611
332	613
332	612
333	617
333	615
333	619
333	618
333	616
333	617
333	615
333	619
333	618
333	616
333	617
333	615
333	619
333	618
333	616
333	617
333	615
333	619
333	618
333	616
333	617
333	615
333	619
333	618
333	616
334	621
334	620
334	622
334	621
334	620
334	622
334	621
334	620
334	622
335	623
336	624
337	625
338	626
339	629
339	627
339	628
339	629
339	627
339	628
339	629
339	627
339	628
340	630
340	631
340	630
340	631
